Num,target,statement
83,neutral,"On BJP MP Kirti Azads expulsion from the party, Sanjay Singh said the internal dissent within the party showed that BJP was silencing those who were speaking against corrupt activities."
84,anti,Amarinder said deputy chief minister Sukhbir Singh Badal is building hotels and selling sand costlier than flour.
85,pro,"This is my assurance to you (farmers), Amarinder said."
86,anti,Faridkot sub-divisional magistrate (SDM) Gurjit Singh said the government has issued guidelines to make people aware that loan of the remaining farmers will be waived off in the next phase.
87,duplicate as 83,"While criticising the Badal family, Sanjay Singh said Badal (synonym cloud) has now turned into a cloud of corruption, nepotism and anarchy in the state."
88,duplicate as 84,"Sanjay Singh said the party would intensify the protest across the state and on March 6, the party would gherao the state government in Chandigarh."
89,duplicate as 85,"SWARAJ ABHIYAN COPYING OUR MOVESOn being asked whether Yogendra Yadav-led Swaraj Abhiyan has stolen the march over AAP by planning to file a petition in the Supreme Court regarding farmer suicide in the region, Sucha Singh said certain political parties were merely following their steps in order to address the suicide issue."
90,duplicate as 86,"On BJP MP Kirti Azads expulsion from the party, Sanjay Singh said the internal dissent within the party showed that BJP was silencing those who were speaking against corrupt activities."
91,anti,(File)Congress President Rahul Gandhi today said Prime Minister Narendra Modi's grand MSP increase for farmers is like applying band-aid to a massive haemorrhage.
92,neutral,"Reacting to the BJPs manifesto, chief minister Siddaramiah said: We do Indira canteen, they will say Annapoorna canteen."
93,pro,"In open defiance of the Central Government directive that states should not fix their own Minimum Support Price (MSP) for farm produce, Siddaramaiah said that the state government will offer an enhanced amount as MSP for all crops."
94,pro,Siddaramaiah also said he would revoke the ban on cow slaughter that had been imposed by the previous BJP government.
95,neutral,Siddaramaiah said he will go to Delhi on Tuesday or Wednesday to discuss the issue with party president Sonia Gandhi and vice-president Rahul Gandhi.
96,neutral,"They are desperate and angry, said Vitthalrao Pawar of Shetkari Sangathana, Pune."
97,anti,Pawar said RBIs warning from the RBI is a setback for the government which initiated action against the banks.
98,anti,"During the debate on the agrarian crisis in Assembly on Thursday, Pawar said the entire episode was serious."
99,anti,"Criticising Fadnavis for his city-centric policies, Pawar said, I think since he is from a city, he is focussed on policies related to the urban areas."
100,neutral,"Pawar said the government should approach Prime Minister Narendra Modi, who has been announcing financial aid to countries such as Bhutan and Nepal."
101,neutral,"Reacting to claims that 15 Congress and 14 NCP legislators are in touch with BJP and could contest bypolls on the lotus symbol, senior NCP leader Ajit Pawar said in such a scenario, all Opposition parties would put up one common candidate in such elections."
102,anti,Nationalist Congress Party leader Ajit Pawar said that the BJP-led govenrment was working in the interest of a handful of industrialists and would do nothing for the farmers.
103,anti,"A day after four militants were killed in Kashmir, Punjab Congress chief Captain Amarinder Singh on Monday said despite the Narendra Modi governments claims, note ban has failed to check flow of terrorists and fake currency from Pakistan."
104,anti,"In a statement issued here, Amarinder said Sundays encounter in Kashmir and reports of Pakistan pushing fake Rs 2,000 currency into India via Bangladesh were proof that the ill-conceived note ban decision was not helping curb terror as claimed by Modi."
105,anti,Punjab Congress chief Captain Amarinder Singh on Sunday asked Prime Minister Narendra Modi to waive farmers loans if he was serious about alleviating their woes following his demonetisation move.
106,anti,"Reiterating his vow to waive all farm loans once the Congress comes to power in the state, Amarinder said Modis failure to announce loan waiver indicated his lack of seriousness in addressing the concerns of the farming community facing crisis due to note ban."
107,anti,"Noting that the symbolic sops he had announced for farmers in his New Year eve address to the nation were not enough to rescue the farming community from the crisis into which they had been plunged due to note ban, Amarinder said Modi had failed to announce debt waiver even though the Congress had recently submitted to him more than one crore forms from Punjab and Uttar Pradesh farmers seeking relaxation."
108,anti,"Describing SYL as a major poll plank, Amarinder said this region (Rajpura, Ghanaur and surrounding areas) was faced with an acute water crisis and therefore, the SYL canal would not be allowed to be built at any cost."
109,neutral,"Dismissing the Swiss bank account charges levelled by AAP convener Arvind Kejriwal, Punjab Congress chief Captain Amarinder Singh said Kejriwal was acting as Union finance minister Arun Jaitleys paid agent."
110,neutral,"Amarinder said Kejrwal, who had been claiming to be winning 100 seats in Punjab, was now reduced to having alliances with nondescript political parties."
111,neutral,"Jaitley had then picked it up for his election campaign in Amritsar, said Amarinder."
112,neutral,Chief minister Capt Amarinder Singh said the government has decided to pull out officers of the rank of deputy inspector general (DIG) from the field.
113,anti,"In a letter to Chief Election Commissioner Nasim Zaidi, Amarinder said that, given the time constraints, the matter needed urgent attention of the EC and the RBI, to facilitate fair play of democratic processes."
