Entity	Source	By-Statement
Ram	DecH	Briefing reporters after holding a meeting to review the drought and flood situation in the state , RAM said the food grain target for the 2014-15 was 135 lakh tonnes , but the actual production could be somewhere around 125 lakh tonnes .
Ram	DecH	Let centre also waive farm loans , cm PERSON , Oct 02 , 2015 , Dhns : 0:35 Ista day after the state government announced waiver of interest on farmers medium- and long-term loans borrowed from co-operative banks , chief minister RAM asked PERSON leaders to pressure the union government to waive farmers loans borrowed from the nationalised banks , or , at least the interest .
Ram	DecH	On his way to PERSON , RAM told PERSON at the airport here on Thursday that only 20 per cent of farmers have borrowed from cooperative sector , while 80 per cent of loans are from the nationalised banks .
Ram	DecH	The PERSON fest is special this year as it is being held after rain gods blessed the state with bountiful rains during the monsoon to ensure a bumper harvest to farmers and prosperity to the 60 million people of Karnataka , RAM told reporters on the occasion .
Ram	DecH	Govt in no hurry to declare Taluks Drought-Hitkolar , August 8 , 2013 , Dhns : 0:35 Istagriculture minister RAM announced on Thursday that the list of Drought-Hit Taluks in the state would be put once the rainy season ends .
Ram	DecH	It has not given funds for drinking water and fodder , which we had sought , RAM said , adding that the state would spend any amount of money to meet the requirements of drinking water and fodder during drought .
Ram	DecH	Bangalore , July 25 , 2013 , Dhns : 23:32 Istchief minister RAM on Thursday announced the formation of a cabinet sub-committee to suggest amendments to the forest dwellers ( recognition of forest rights ) act , 2006 , to protect the interests of farmers who have been cultivating in forest land for many years .
Ram	DecH	Speaking on use of technology in agriculture , RAM said , PERSON is in the forefront .
Ram	DecH	Elaborating on the ownership of the farmers , RAM said , starting from a princely rule and followed by elected governments , the farmers have been granted both revenue and forest documents related to land holdings for tilling the same .
Ram	DecH	Asked about Congress ' reversal of stand on reform measures like goods and services tax ( GST ) , RAM said , we have not done U-turn .
Ram	DecH	Chief minister RAM reportedly said on Wednesday that the farmer had died due to excessive consumption of liquor and that his government was not responsible for the farmers death .
Ram	DecH	In response to the BJP leaders demand for the release of a white paper on the funds released by the union government , over the past 13 years 10 years of Congress-Led upa and three years of the Bjp-Led NDA governments for tackling the natural calamities like flood and drought , RAM said , let them first take steps to release the pending RS 3,300 crore , as per our demand .
Ram	DecH	Drawing an analogy between the economic acumen of PERSON and PERSON , RAM said the former took a revolutionary step to PERSON banks in 1969 to enable farmers , Daily-Wagers and others to avail benefits of banking .
Ram	DecH	Chief minister RAM announced cloud seeding , in the backdrop of five consecutive droughts .
Ram	DecH	In his keynote address , C RAM , president , Indian society of agricultural economics and former Vice-Chancellor of agricultural University , Coimbatore said the government could establish an agricultural marketing Council , comprising both public and private stakeholders to monitor , investigate , analyse and advise market interventions .
Ram	DecH	Farmers should have confidence as the government is with them , RAM said .
Ram	DecH	Karnataka to clear RS 923 crore arrears to sugar cane Farmersbelagavi , June 30 , 2015 , Dhns : 2:13 Istchief minister RAM on Tuesday announced that the state government would further absorb the dues to be paid by sugar factories to farmers for 2013-14 by releasing RS 923 crore in two installments .
Ram	DecH	Fee waiver for farmers ' kids in Drought-Hit Areasdharwad , SEP 22 , 2013 , Dhns : 13:44 Istchief minister RAM on Sunday announced that the state government would bear the educational fees of children of farmers of Drought-Affected areas in the state .
Ram	DecH	Reiterating the decision to hike milk procurement price for farmers by re 1 from existing RS 4 to RS 5 per litre of milk , RAM said the new price will come into effect from December 10 .
Ram	DecH	Transport minister RAM told journalists here on Thursday that the annual revenue of the corporation will take a hit due to Demonetisation and diesel price hike .
Ram	DecH	Making a statement in the assembly later in the day , RAM said : it is not possible to release PERSON share according to the final award as our farmers very much need water during this four-month period .
Ram	DecH	Assembly passes state GST Billchief minister RAM said PERSON is prepared to implement the GST in the state .
Ram	DecH	The low water level has also impacted the agriculture operation under the command area , RAM said .
Ram	DecH	Chief minister RAM , while replying to a debate on the issue in the assembly , said the Arecanut farmers need not panic following the ban .
Ram	DecH	Speaking to reporters at the Kpcc office , state Congress president g RAM said vested interests had unnecessarily created confusion on the issue of giving a cheque to family members of a farmer who committed suicide .
Ram	DecH	Former finance minister P RAM , who had set the red lines outlined by the Congress , said the Congress was yet to receive any official copy of the revised formulations from the government on the GST bill .
Ram	DecH	Speaking at the programme , RAM said banks have been strictly told not to serve notices on farmers , demanding repayment of loans till the region receives a good spell of rains and yield .
Ram	DecH	However , RAM earlier told representatives of various farmers organisations that the online system had been working effectively and helped Lakhs of farmers get judicious price for their produce at PERSON .
Ram	DecH	When RAM said his traditional occupation was agriculture , the Enumerator entered the code 4 against the column following a prompt by his colleague .
Ram	DecH	It 's not possible to release PERSON share as per the award as our ( PERSON 's ) farmers very much need water during this four-month period , RAM said in the assembly , briefing the members on the deliberations .
Ram	DecH	At a time when people are distressed due to the Demonetisation of RS 500 and RS 1,000 currency notes by the union government , RAM has announced a series of programmes for the development of backward classes and has also announced schemes for the agricultural sector .
